url,name,ticker,address,sector,price,trend,month_return,month_return_pct
https://www.reit.com/investing/reit-directory/rpai,RPAI,RPAI,"Oak Brook, Illinois",Retail,$14.00,up,1.33,0.12%
https://www.reit.com/investing/reit-directory/essential-properties-realty-trust-inc,"Essential Properties Realty Trust, Inc.",EPRT,"Princeton, New Jersey",Retail,$15.00,up,1.23,0.09%
https://www.reit.com/investing/reit-directory/digital-realty,Digital Realty,DLR,"San Francisco, California",Data centers,$117.50,up,1.22,0.01%
https://www.reit.com/investing/reit-directory/rlj-lodging-trust,RLJ Lodging Trust,RLJ,"Bethesda, Maryland",Lodging / Resorts,$22.38,up,1.19,0.06%
https://www.reit.com/investing/reit-directory/community-healthcare-trust,Community Healthcare Trust,CHCT,"Franklin, Tennessee",Health care,$39.99,up,1.15,0.04%
https://www.reit.com/investing/reit-directory/outfront-media-inc,OUTFRONT Media Inc.,OUT,"New York, New York",Specialty,$17.59,up,1.15,0.07%
https://www.reit.com/investing/reit-directory/realty-income-corporation,Realty Income Corporation,O,"San Diego, California",Retail,$66.99,up,6.41,0.11%
https://www.reit.com/investing/reit-directory/equity-lifestyle-properties-inc,"Equity Lifestyle Properties, Inc.",ELS,"Chicago, Illinois",Residential,N/A,up,6.34,0.07%
https://www.reit.com/investing/reit-directory/national-health-investors-inc,"National Health Investors, Inc.",NHI,"Murfreesboro, Tennessee",Health care,N/A,up,6.30,0.09%
https://www.reit.com/investing/reit-directory/american-assets-trust,American Assets Trust,AAT,"San Diego, California",Diversified,$42.17,up,6.18,0.17%
https://www.reit.com/investing/reit-directory/agree-realty-corporation,Agree Realty Corporation,ADC,"Bloomfield Hills, Michigan",Retail,$62.80,up,5.93,0.11%
https://www.reit.com/investing/reit-directory/omega-healthcare-investors-inc,"Omega Healthcare Investors, Inc.",OHI,"Hunt Valley, Maryland",Health care,$37.80,up,5.14,0.16%
https://www.reit.com/investing/reit-directory/vornado-realty-trust,Vornado Realty Trust,VNO,"New York, New York",Diversified,$75.32,up,4.86,0.07%
https://www.reit.com/investing/reit-directory/aimco,Aimco,AIV,"Denver, Colorado",Residential,N/A,up,4.65,0.11%
https://www.reit.com/investing/reit-directory/iron-mountain,Iron Mountain,IRM,"Boston, Massachusetts",Specialty,$34.72,up,2.14,0.07%
https://www.reit.com/investing/reit-directory/four-corners-property-trust,Four Corners Property Trust,FCPT,"Mill Valley, California",Retail,$29.85,up,2.10,0.08%
https://www.reit.com/investing/reit-directory/alexandria-real-estate-equities-inc,"Alexandria Real Estate Equities, Inc.",ARE,"Pasadena, California",Office,$127.90,up,3.84,0.03%
https://www.reit.com/investing/reit-directory/hcp-inc,"HCP, Inc.",HCP,"Irvine, California",Health care,$30.87,up,3.43,0.13%
https://www.reit.com/investing/reit-directory/udr-inc,"UDR, Inc.",UDR,"Highlands Ranch, Colorado",Residential,$50.20,up,3.35,0.08%
https://www.reit.com/investing/reit-directory/park-hotels-resorts,Park Hotels & Resorts,PK,"Tysons, Virginia",Lodging / Resorts,$31.90,up,2.07,0.07%
https://www.reit.com/investing/reit-directory/safety-income-growth-inc,"Safety, Income & Growth Inc.",SAFE,"New York, New York",Specialty,N/A,up,2.01,0.12%
https://www.reit.com/investing/reit-directory/corenergy-infrastructure-trust,CorEnergy Infrastructure Trust,CORR,"Kansas City, Missouri",Infrastructure,$37.50,up,1.88,0.05%
https://www.reit.com/investing/reit-directory/weingarten-realty-investors,Weingarten Realty Investors,WRI,"Houston, Texas",Retail,$29.10,up,1.76,0.06%
https://www.reit.com/investing/reit-directory/rpt-realty,RPT Realty,RPT,"New York, New York",Retail,N/A,up,1.74,0.14%
https://www.reit.com/investing/reit-directory/first-industrial-realty-trust-inc,"First Industrial Realty Trust, Inc.",FR,"Chicago, Illinois",Industrial,N/A,up,1.73,0.06%
https://www.reit.com/investing/reit-directory/ryman-hospitality-properties-inc,"Ryman Hospitality Properties, Inc.",RHP,"Nashville, Tennessee",Lodging / Resorts,N/A,up,3.32,0.05%
https://www.reit.com/investing/reit-directory/w-p-carey-inc,W. P. Carey Inc.,WPC,"New York, New York",Diversified,$71.00,up,3.28,0.05%
https://www.reit.com/investing/reit-directory/national-storage-affiliates,National Storage Affiliates,NSA,"Greenwood Village, Colorado",Self-storage,$29.55,up,3.28,0.12%
https://www.reit.com/investing/reit-directory/ellington-residential-mortgage-reit,Ellington Residential Mortgage REIT,EARN,"Old Greenwich, Connecticut",Mortgage,$11.49,up,0.90,0.09%
https://www.reit.com/investing/reit-directory/terreno-realty-corporation,Terreno Realty Corporation,TRNO,"San Francisco, California",Industrial,N/A,up,3.21,0.09%
